-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,-1,713,713,713,713,-1,713,713,713,713,-1,713,713,713,713,-1,713,713
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,617,649,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,-1,713,-1,713,713,-1,713,-1,713,713,-1,713,-1,713,713,-1,713,-1,713
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,649,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,576,576,576,576,580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,577,617,649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,617,649,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,608,608,608,608,612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,581,579,583,-1,-1,-1,-1,-1,-1,-1,649,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,649,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,713,-1,713,-1,713,713,-1,713,-1,713,713,-1,713,-1,713,713,-1,713,-1,713
-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,649,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,613,611,615,-1,-1,-1,-1,-1,-1,-1,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,617,649,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,-1,-1,-1,-1,-1,713,-1,713,713,713,713,-1,713,713,713,713,-1,713,713,713,713,-1,713,713
-1,-1,577,578,579,580,-1,-1,585,617,649,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,710,711,-1,-1,-1,713,713,647,-1,-1,-1,-1,-1,-1,707,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,649,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,707,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1,-1,713,713,713,-1
586,-1,609,610,611,612,-1,-1,617,649,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,710,713,713,711,-1,-1,713,713,713,-1,-1,577,576,580,-1,-1,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,576,576,617,649,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713
618,710,706,707,707,708,711,619,649,713,713,713,713,713,713,713,713,713,713,-1,619,-1,-1,-1,713,713,713,713,-1,-1,713,713,713,-1,-1,-1,608,-1,-1,-1,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,617,608,608,649,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,713,713,711,-1,-1,713,713,713,713,713,713,713,713,713,-1,713
713,713,713,-1,-1,713,713,713,713,713,713,713,706,707,708,706,707,708,713,-1,713,-1,-1,-1,706,707,707,708,-1,-1,706,707,708,-1,-1,-1,713,-1,-1,-1,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,577,578,579,579,579,579,617,649,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,713,713,713,711,-1,713,713,713,713,713,713,713,713,713,-1,713
713,713,713,-1,-1,713,713,713,713,713,713,713,713,-1,713,713,-1,713,713,-1,713,-1,-1,-1,713,-1,-1,713,-1,-1,713,-1,713,-1,-1,-1,713,-1,-1,-1,713,713,711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,609,610,611,611,611,611,649,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,-1,-1,-1,-1,-1,713,713,713,713,713,713,-1,713,713,713,713,713,713,713,713,713,-1,713
713,713,713,-1,-1,713,713,713,713,713,713,713,713,-1,713,713,-1,713,713,-1,713,-1,-1,-1,713,-1,-1,713,-1,-1,713,-1,713,-1,-1,-1,713,-1,-1,-1,713,713,713,711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,710,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,713,713,713,713,713,713,-1,713,713,713,713,713,713,713,713,713,-1,713
713,713,713,-1,-1,713,713,713,713,713,713,713,713,-1,713,713,-1,713,713,-1,713,-1,-1,-1,713,-1,-1,713,-1,-1,713,-1,713,-1,-1,-1,713,-1,-1,-1,713,713,713,713,711,-1,-1,586,-1,586,-1,586,-1,586,-1,586,-1,586,-1,710,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,713,713,713,713,-1,713,713,713,713,713,713,713,713,713,-1,713
713,713,713,-1,-1,713,713,713,713,713,713,713,713,-1,713,713,-1,713,713,-1,713,-1,-1,-1,713,-1,-1,713,-1,-1,713,-1,713,-1,-1,-1,713,-1,-1,-1,713,713,713,713,713,711,-1,618,-1,618,-1,618,-1,618,-1,618,-1,618,710,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
713,713,713,-1,-1,713,713,713,713,713,713,713,713,-1,713,713,-1,713,713,-1,713,-1,-1,-1,713,-1,-1,713,-1,-1,713,-1,713,-1,-1,-1,713,-1,-1,-1,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
